"x","y"
1,0.5375
1.05,0.538970588235294
1.1,0.538970588235294
1.15,0.539705882352941
1.2,0.540441176470588
1.25,0.542647058823529
1.3,0.542647058823529
1.35,0.543382352941176
1.4,0.543382352941176
1.45,0.543382352941176
1.5,0.544117647058823
1.55,0.545588235294118
1.6,0.546323529411765
1.65,0.546323529411765
1.7,0.547058823529412
1.75,0.547058823529412
1.8,0.547058823529412
1.85,0.547058823529412
1.9,0.547794117647059
1.95,0.547794117647059
2,0.547794117647059
2.05,0.547794117647059
2.1,0.55
2.15,0.55
2.2,0.55
2.25,0.550735294117647
2.3,0.550735294117647
2.35,0.551470588235294
2.4,0.552205882352941
2.45,0.552205882352941
2.5,0.552941176470588
2.55,0.552941176470588
2.6,0.552941176470588
2.65,0.552941176470588
2.7,0.553676470588235
2.75,0.553676470588235
2.8,0.554411764705882
2.85,0.554411764705882
2.9,0.554411764705882
2.95,0.554411764705882
3,0.555147058823529
3.05,0.555147058823529
3.1,0.555147058823529
3.15,0.555147058823529
3.2,0.556617647058824
3.25,0.557352941176471
3.3,0.557352941176471
3.35,0.557352941176471
3.4,0.557352941176471
3.45,0.557352941176471
3.5,0.557352941176471
3.55,0.558823529411765
3.6,0.558823529411765
3.65,0.558823529411765
3.7,0.559558823529412
3.75,0.559558823529412
3.8,0.559558823529412
3.85,0.559558823529412
3.9,0.559558823529412
3.95,0.559558823529412
4,0.560294117647059
4.05,0.561029411764706
4.1,0.561029411764706
4.15,0.561029411764706
4.2,0.561029411764706
4.25,0.561029411764706
4.3,0.561764705882353
4.35,0.561764705882353
4.4,0.561764705882353
4.45,0.5625
4.5,0.5625
4.55,0.563235294117647
4.6,0.563235294117647
4.65,0.563235294117647
4.7,0.563970588235294
4.75,0.564705882352941
4.8,0.564705882352941
4.85,0.564705882352941
4.9,0.564705882352941
4.95,0.564705882352941
5,0.564705882352941
5.05,0.565441176470588
5.1,0.565441176470588
5.15,0.565441176470588
5.2,0.565441176470588
5.25,0.565441176470588
5.3,0.566176470588235
5.35,0.566176470588235
5.4,0.567647058823529
5.45,0.568382352941176
5.5,0.568382352941176
5.55,0.568382352941176
5.6,0.568382352941176
5.65,0.568382352941176
5.7,0.568382352941176
5.75,0.568382352941176
5.8,0.568382352941176
5.85,0.568382352941176
5.9,0.568382352941176
5.95,0.568382352941176
6,0.568382352941176
6.05,0.568382352941176
6.1,0.568382352941176
6.15,0.569117647058824
6.2,0.569117647058824
6.25,0.569117647058824
6.3,0.569117647058824
6.35,0.569117647058824
6.4,0.569852941176471
6.45,0.569852941176471
6.5,0.569852941176471
6.55,0.569852941176471
6.6,0.569852941176471
6.65,0.569852941176471
6.7,0.569852941176471
6.75,0.569852941176471
6.8,0.570588235294118
6.85,0.570588235294118
6.9,0.571323529411765
6.95,0.572058823529412
7,0.572058823529412
7.05,0.572058823529412
7.1,0.572058823529412
7.15,0.572058823529412
7.2,0.572058823529412
7.25,0.572058823529412
7.3,0.572058823529412
7.35,0.572794117647059
7.4,0.573529411764706
7.45,0.573529411764706
7.5,0.573529411764706
7.55,0.573529411764706
7.6,0.573529411764706
7.65,0.573529411764706
7.7,0.573529411764706
7.75,0.573529411764706
7.8,0.574264705882353
7.85,0.574264705882353
7.9,0.574264705882353
7.95,0.574264705882353
8,0.574264705882353
8.05,0.574264705882353
8.1,0.574264705882353
8.15,0.574264705882353
8.2,0.574264705882353
8.25,0.574264705882353
8.3,0.574264705882353
8.35,0.574264705882353
8.4,0.574264705882353
8.45,0.575
8.5,0.575
8.55,0.575735294117647
8.6,0.576470588235294
8.65,0.577205882352941
8.7,0.577205882352941
8.75,0.577205882352941
8.8,0.577205882352941
8.85,0.577205882352941
8.9,0.577205882352941
8.95,0.577205882352941
9,0.577941176470588
9.05,0.577941176470588
9.1,0.577941176470588
9.15,0.579411764705882
9.2,0.580147058823529
9.25,0.580147058823529
9.3,0.580147058823529
9.35,0.580147058823529
9.4,0.580882352941177
9.45,0.581617647058824
9.5,0.581617647058824
9.55,0.581617647058824
9.6,0.581617647058824
9.65,0.582352941176471
9.7,0.582352941176471
9.75,0.582352941176471
9.8,0.582352941176471
9.85,0.582352941176471
9.9,0.582352941176471
9.95,0.583823529411765
10,0.583823529411765
